text,sentiment
Looks nice but my older cheaper led bulbs had better brightness and beam pattern,positive
"It reads like it was written by a teenage virgin. Juvenile. I really tried to be open-minded, but, no. I can't recommend it.",negative
Returned for same product different color,positive
Works great. Just as advertised.,positive
It’s a pretty good light but you have to whack it on the ground once in a while because there’s something loose inside,neutral
"They look very pretty but very very very thin. When I tried to separate the bags, they would rip really easily and mess up the bags.",negative
These glasses are a phenomenal value and exactly what I needed. Well made! Great purchase.,positive
Another interesting book from Ed and Lorraine Warren. I'm from Connecticut so any ghost stories or such I'm always interested in. This takes on some notable cemeteries. If you're afraid or nervous around cemeteries now this book will make sure you're afraid forever. Very interesting and enjoyable read for any fan of ghost stories.,positive
Was only one large boot. Not a set..:but the xl came with two./:,negative
I thought i would have to dispose of my machine until i came across the replacement blade for it on amazon.,positive
Rips easily when you try to take it off ur shoe,neutral
"I love a good oversized sweater, but this was not oversized in a flattering way. It was short and wide. I bought several other sweaters from Amazon in this particular shipment and this one was the most ill fitting and the cheapest feeling material. I’d suggest skipping this one.",negative
There was a chip on the plastic making it less than ideal at times.,neutral
"I bought this for our son around the 16 month point to help familiarize himself with different words, shapes, numbers, etc. We weren’t expecting it to be as successful as it was. He isn’t exactly speaking yet (20 months) but he correctly points to each letter/number/color/shape when presented with all of them. Definitely recommend doing this with your child daily and only using it as supervised educational time (not as a toy). When he/she loses focus and just starts playing, put it away for the day.",positive
"It fit my planner which was good, but it really was not at all what I expected. Had no daily pages to insert. Almost useless! Very very disappointing.",negative
I bought this to replace a traditional black rubber mallet. I like it.,positive
This game is really fun! Someone brought it to game night and we had to buy it to share with family and other friends. Prepare to be awkward and have lots of laughs as you struggle to get your team to come up with some very random words.,positive
The thing was adorable! Got it before the estimated date. The guys loved it!,positive
Arrived and smelled terrible! I didn’t want to put any of my clothing in them so I put them in the washing machine on delicate/hand wash and this happened! Horrible quality such a disappointment and a huge waste of money.,negative
My wife and kids we use it all the time.,positive
"Great pre workout. I use it for cardio and weights. (Keep in mind i just eat it and don't mix.) It sticks with you so it's good for long training sessions. On that note, you need to take this 5-7 hrs before bed and really work hard. Otherwise you'll be up all night.",positive
Engine still has a slight tick upon starting up...,negative
"When I received the ring one of the stones was wrong, which could have been my fault. But I messaged the seller immediately after realizing and asked that the problem be fixed. The seller replied quick, and assured me that they will fix the problem. Which I great because I bought the ring for my mom. Wonderful problem solving on the businesses part. The ring is beautiful and I’m excited for it to be fixed so I can gift it to my mom.",positive
Not sized appropriately. I bought large for my sister and it was TINY. Will be returning.,neutral
"I used it in my new phone, and it works well.",positive
After a month i see no evidence of less dry skin.,negative
Very disappointed because I received all the earrings but none had the backing.,negative
"This is super cute but I only received a salt shaker, no pepper shaker. Pretty disappointing.",negative
"Very durable and saved my phone several times when dropped. The design wore off pretty quickly. Now I have a plain case, but it's sturdy.",neutral
"Good for the price. However the wire cutter is not that too good, always cuts the wire AND cover. I AM using it in a cat6 cable maybe have something to do with it. Handy size and all tools work as expected",positive
"Just okay. Quality is not great, but fit as expected.",neutral
"I just started reading this book, but some of the text is missing on the right side of the window? I do not know how to adjust for this or if it will continue throughout the book. I think the information presented by Lee Albert is valuable and helpful in naturally dealing with pain.",positive
"Arrived on time as described. One looked very good, the other two were pretty oxidized (dark gray). With alittle clean up they looked great. Be careful not to remove the zinc. Fair price",positive
"Do not EVER use this. I had beautiful long hair, which all fell/broke off. I’ve used even 30 before of different brands and never had an issue. I will never buy again",negative
"I got this device to get rid of cat hair and associated cat fallout. It doesn't seem to clean the air very well -- lots of dust. It is small, quite and cheap -- but the core function of cleaning the air-- I am not so sure.",neutral
Skin looks great with increased young feeling..,positive
My husband and I are always looking for good 2 player games that we can play once the kids are sleeping. This one fits the bill!,positive
"Beautiful decoration plants for a part of the bedroom or livingroom . Also provides some light to have a couple of minutes reading before sleep . Perfect for children's room , specially for nights .",positive
"We use dog poop bags for our kids poop diapers, helps control a smells in the room. These bags work well, however, these bags do not have any amount of lemon scent as stated in the product title.",neutral
"I have bought a known several of these replacement bands for my Alta Fitbit. The blue is lovely and it attaches easily and securely to my Fitbit. The only reason I am not giving it 5 stars is because while the leather is high-quality, it is a little bit stiff and difficult to fasten compared to most of the other ones that I own. It is slightly wider, but not significantly.",positive
"It's not a bad story, maybe not quite as edgy as some of his stuff. Well-written, I guess the story just wasn't completely interesting to me.",neutral
"This is a good time travel romance, with a likable couple. I liked that this one had the man traveling back in time, instead of the woman. I also liked the way the time travel happened more than in the first two books in the series -- no spoilers here, but it just made more sense to me. I think this is my favorite of the series so far.",positive
"Received only 1 ball of yarn from this listing. When I contacted the seller they explained that their listing is supposed to be for a single ball but Amazon keeps grouping it with this 3-pack listing. The seller was very helpful in resolving the issue, and the yarn is very nice and soft, hence the 3-star review.",neutral
A little pricey at over 30.00 but great design and materials.,positive
"The beeds were good, but not the locks",neutral
"This is not very intuitive. I got it for my 10 year old, and she definitely gets frustrated trying to figure out how to program it. I wish I had gotten something simpler. It works fine once it's set though.",neutral
"There are no instructions with it, nothing came up when I plugged into my iPhone. I tried it on my iPad nothing came up .",negative
Hard to hook myself. Turned color fairly quickly.,neutral
Dvds dont play in all dvd players,neutral
"Worked well at first, but 4 months later it’s toasting just one side. It’s used often, but It should last longer that.",negative
"Covers well, does not match exact, but impressive still!",positive
"I have to agree with some of the other reviewers. The mouse works fine for a while, and then suddenly stops obeying commands and you have to keep clicking on it to get it to track. The keyboard also occasionally doesn't type letters and sort of pauses--don't know how else to describe it. Definitely not for touch typists. I bought this this set because I liked the attractive appearance, but sadly, am not keeping.",negative
"Runs a bit on the smaller side. I wear adidas Stan Smith, Nike air max, ASICS size 8 and my toes felt pretty cramped; since the material is cloth, thought it would stretch over time.... after a few months it did, but can’t wear thick socks or it’s too tight. Recommend ordering half a size up",positive
A little hard to get the hang of at first but after it’s pretty good,positive
I really like the weight of it The regular stylus tip works great It has a metal spring instead of elastic Only complaint is that the cap doesn't attach anywhere so you have to keep track of it,positive
Works well fits good. Seems strong enough to last.,positive
The lid does not stay on!,negative
I love these pots. My violets love them as well. Continuously blooming. I can see the water level so I know when I refill it. Taking the bottom off to wash is easy cause there will be green moss growing. I order 20 of them and two of them leaks at the bottom cause the plastic is not very strong. so I use the calk to seal it. No problem!,positive
Great for buying after you bought Rocksmith on steam thinking you got a good price. Works great.Should not have to pay this much for a what is just a modded guitar cable.,positive
I liked the color but the quality seemed poor and the size M that I usually wear is not right. One may have to buy a size bigger.,neutral
Mine has a hole right in the middle of the sponge in two weeks although I handled it with great care.,negative
Worked great as a replacement for my original LG unit that stopped working until the plastic neckband snapped. Waiting on word from the company. Supposed to have a 1 year warranty.,neutral
"Overall i like the dress. The colors are bold and nice. It would be nice if waistline was defined a bit more, but I guess that is what the belt is for. normally purchase M/L and for this I purchased a medium. I am 5'6 1/2, 182 lbs and i think a small would have fit me better. The dress was shipped quickly which was a plus. I won't have time to alter the length for this first wear, but will probably have it done for any future needs.",neutral
"It's my own fault. I hoped they would fit, but they were cheap enough to take a chance.",positive
I own many poster frames and this one was super hard to put together. Lame. Last time I order these ones,negative
Bought five. Two came apart within two days. Third one now failing after 1 1/2 months. Coming apart and it will not stay up. The others two will not stay open either; more like a paper curtain. Cannot return. Do not purchase.,negative
Product was ok. Broke pretty easily,neutral
"This lamp is very elegant to have in my room. I have it on the shelf just next to my bed, an I really enjoy having it there every time I wake up in the middle of the night",positive
Only had this table a couple months and the paper roll holder broke off and I needed to reinforce it. The metal part of the cams actually twisted apart. The table itself and stools aren’t too bad but it’s a shame the accessories don’t hold up well.,neutral
Size is a little off I should of got a small if your 30-32 get a small,positive
"This case does fit all the components of the NOCO 40, but it’s a tight fit. If it was a 1/2” wider it would be perfect. It still works.",positive
"Pretty nice, the face is larger than got would expect. Purchased for my husband as a gift.",positive
"Good sound quality, broke very easily in the spot where everybody else is finding problems with it.",neutral
They were all the right size but the black and blue were all warped like they were melted. Quality is also poor.,negative
Used them for our wedding. Held up very nice!,positive
The shoes were too small. I plan on ordering a size up. I usually wear an 8.,neutral
"The Bluetooth keyboard doesn’t stay connected, you have to reconnect every time you close the iPad, The case holds the iPad securely, but if you put a screen protector on, it shifts the protector, making it hard to touch the Ipad",neutral
"Arrived not working. I charged it fully, never worked. Returned",negative
"The bowls are beautiful, but I was expecting something with a little more thickness. They are delicate. I am hoping they will last.",positive
Love my camera case fits well nice and colorful good quality,positive
I like the layout and the smaller size.,positive
It seemed like a pilot for a TV show. Love watching indie movies. Worth a watch.,positive
"I have purchased these before and absolutely loved them for my work, exercise, and drumming on a pad. I just bought another pair because I don't have access to the first pair. Everything is still the same, but the battery doesn't last nearly as long. It feels very short for the listening time. I spend a lot of time watching videos and it seems I always hit the 10% battery notifications before too long. It may or may not be a defect in the battery.",positive
My son took it from me that's how much we loved this phone/charger holder.,positive
"Trash! Complete rubbish. Awkward, poorly designed.",neutral
"The game was fun. The length was great. But, having no interactive map made me have to use thing button just to know where I was going next.",neutral
"I seriously recommend you find a different product or spend the extra money on a quality product! After reading many glowing reviews I decided to try this Takstar. I immediately regretted my decision. My batteries would get so hot that you could feel the heat emanating from the product. I attempted to use it anyway, despite my better judgement. The sound quality is ok, at best. WARNING: The Takstar not only eats batteries, but it makes them so hot that they melt into the product itself! After examining the product and information thoroughly and going through three different batteries in this way...I had no choice but to throw it away. It's a sad waste of money.",negative
"Aside from being an mp3 i can put videos in it too.The sound quality is great too, I bought noise limited childrens headphones for my daughter to use with it so she doesn't damage her ears by having the music too loud.The music quality is worth 5 stars on its own. It has a lovely tone but instructions a bit poor. I like it though & appreciate the speed it was despatched at this time of year.",positive
"The twist lock stopped working after a week of use. Poor quality, very disappointed with Oxo.",negative
Design not even close to what is pictured.,negative
From China. Fits small. Also uncomfortable. Returned!,negative
"These socks are cute to look at, they're soft on the outside, and they're warm...the problem is the INSIDE is full of dangling threads and loops of threads that catch my toes and toenails. Because I have very sensitive feet, walking on the threads and knitted ridges becomes very uncomfortable after a few minutes. I bought these sock because they were cute and I needed to keep my feet warm...they may suit someone else perfectly fine, but I would not buy them again (and saying that makes me feel bad, but it's true). btw I didn't ask for my money back to buy other socks...I will find someone who needs or wants them.",neutral
This book will have you sitting on the edge of your seat.,positive
Was very disappointed with this item. When I received it it was obvious that the item had been opened and returned by someone else. Upon further examination by my grandson it was obvious that pieces were missing. I do not order things from Amazon to get someone else's returns. I also returned this item and will not order this type item from Amazon again.,negative
Great in concept but kids got bored with it quickly.,negative
"Can’t recommend this product. Looks fine, and I was able to assemble it myself in about an hour, but wow, the quality of the drawers are terrible. So weak and flimsy. Any items with a decent weight to them bow the wood, and they become impossible to close without holding up the bottom.",negative
This pool is not easy to set up. Be aware that you must make sure the ground is completely level. (Which we did). However due to tears in the seams the pool didn’t hold water,negative
The book was the best condition of any book we have bought from anyone in the last 25 years. It arrived in a plastic jacket that most books do not have and was in a never read condition. Very impressed.,positive
This is cute. I shouldve ordered a size up. I wear a 8/10 and ordered a large. This does not provide full coverage on the booty. I ordered a pair of swim shorts to go over bottom.,positive
I never recieved the order...I looked up my order derails and it said it was hand deliverd to customer...it wasn't me. Someone out there has my order!,negative
"I ordered 2 of these. While putting one together for a donation to kids in need tomorrow, there were missing bolts. No time to return because it has to be turned in tomorrow.",negative
My dog has been using the organic mint flavor for months and it works perfectly well; now the product has changed to bacon flavor and he will not take it at all and returning and canceling subscription,negative
My dogs chew like no others... lasted about 5 days.,neutral
"Feels like I bought a knife kit more than a finished product. Handle is roughly shaped and poorly fit to the liners & bolster. Blades are sharp but sloppily ground. With some sandpaper, a wet stone and some WD40, this ought to make a descent knife. Just glad I looked before wrapping it up for Christmas.",neutral
"I read the reviews and bought this dress with high hopes. It is way to big on the bottom, the top fit ok, I got a Xl I'm 5'10 about 280. And it came above my ankles.... not what I expected.",negative
This planter bowl is very nice quality for the price. This style of planter is difficult to find at local garden stores. I am very happy with this purchase.,positive
"These headphones are good. However after less than 4 years of occasional use, the cover of the internal padding of the right ear piece is coming apart and exposing the spongy padding inside. I am disappointed and don't know if Bose covers this through some warranty. These head phones are among the most expensive in the market and I expected them to last longer. I would definitely not buy them again. This model is also a bit old now and they have newer models. I have treated them with utmost care and always keep them in their original (zipped) pouch when not in use.",neutral
Not making vain go away and it said on the inter net,neutral
Recieved item a day early but the front end of it was crushed and damaged beyond use.,negative
"It works, but somewhat poor quality.",neutral
"I first bought the 8,000 btu unit and was looking for more cooling power so I upgraded to this 12,000 btu unit. What a mistake... My 8,000 unit was much more powerful than the 12,000 unit. So I am sending the 12,000 unit back.",negative
Great read! Lots of information!,positive
"Cute, but the little metal connectors to keep the seat cover in place didnt work very well. I ended up rigging it with a large paper clip.",neutral
This is a very nice bag but should be a little bigger.,positive
"Just got this in the mail today, installed it myself, and it seems to work great. Signals worked immediately, and it fit my 2003 Impala perfectly. Very happy.",positive
"If you have multiple bulbs on one dimmer when you dim them some will be nearly 100% on, others will be at different levels and others will be totally off. They are only good if 100% on or off or if you only have one light on the dimmer.",negative
This tie out is okay for calmer dogs ... but if your dog twists enough the clasp will push open so the dog can escape. I guess they don't make the lead clasps that actually stay locked anymore ... the kind that has the small hole for the slide peg to glide into and lock it in place.,neutral
"I didn't really read any reviews and randomly bought this book on a whim. It is simple yet profound. The core message is a guideline to health...mind, body and spirit.",positive
"This certainly is a great idea, but the hose was too narrow to allow the large globs of lint balls that it was getting a hold of. It was also too flimsy. I took the advice of a few others and taped a wire coat hanger to it so I could guide it better.",positive
you have to change bands with a switch. other than that is had good range,neutral
Nice effect on my skin but too heavily fragranced for me. Makes my eyes water. Powdery perfumy scent. It fades after an hour or more. Won’t repurchase.,neutral
"I tried to use this product for the first time at a lake sandbar with little to no wake. When the cups are all set up, they're all uneven enough in height that it makes the game extremely difficult (you'd be better off just using a floating mat). Within the first 20 minutes of use, a hole opened up in the seam between the cooler and the main section. I decided to return the product and the company made the return process very simple and easy. Even though I was upset with this particular product, I would shop with this company again because of their simple return process and good customer service.",negative
"This product is great for those wanting to create their own customized labels. I primarily use them for labeling bottles for water sampling at my work. They come out perfect with our laser printers. I especially enjoy using excel to create a database for my labels and using word to bring that database into the mailing function which sets up the labels for me in the Avery product of my choice. The 2 x 4 inch size is more than big enough to include a lot of information on the label. The things I don't like are the cost, however, on amazon they are much cheaper than the box stores. The labels if they get wet fall apart so we usually have to cover them with strips of tape to keep them as water proof as possible. I would like to try the Avery waterproof labels of this size just to see if they would be better.",positive
Product would not hold charge. Seems like its been used or defective,negative
the snap on the collar not firm enough. one easily broke,neutral
"DOES NOT FIT LG STYLO!!!!!! Way to big, cannot trim it to fit.",negative
"Works great, Had a different brand my son submerged in water. I ordered this one because it was $10.00 cheaper. Works great makes a great frothy milk for my coffee. I also love the white. Stainless steel ones show to much fingerprints and water spots.",positive
The arm cuff is so stiff that it was very painful to use. The soft cuff would be so much better.,negative
"Son loves them for his 4 birthday, he is still working how to use them correctly",neutral
Bought as a gift. Recipient really loved it!,positive
"Looks to include everything, however, doesnt include any instructions. I strongly recommend reverse engineering your old one before attempting to rebuild the new one.",neutral
Piece of junk. I've used this for exactly one week. I've handwashed it carefully. It's made of thin plastic and the heat from my coffee made the decals/graphics come off. See pictures.,negative
It does not work at all. I would not recommend buying this,negative
It says anti fingerprint but mine get fingers everywhere I have to keep cleaning it *smh*,neutral
Item came packaged in a simple box without any cushioning or padding. The wood sides of the gate were broken into three pieces. This is entirely because of the way it was packaged.,negative
Can't beat the price for such good MMA mitts!,positive
Such a great moisturizer! My skin looks and feels fabulous!,positive
"Super cute, a little snug and the bottoms don’t provide much coverage (even in the front). Wouldn’t recommend a full size up necessarily, but if between two sizes choose the larger.",positive
"This helmet saved our little one's head hundreds of times. We don't wear it anymore as she finally needed to learn how to avoid obstacles and why. Otherwise, I'd leave it on her head until she turns 21.",positive
I wanted to like this product but when I received it I was shocked by how heavy and big it was. I ultimately returned it. the quality was very nice though so if you're into bigger jewelry this might be a nice by for you.,neutral
"After owning these batteries for a couple months and only 10 charge cycles max, both batteries are dead and will not work in my rebel t5",negative
"This product smells great and moisturizes well - but it didn’t do anything for brass in my hair. To be fair, no other product does it either; the only thing that works is John Freida blonde hair gloss.",negative
Thought it would be bigger. Its made for the size of a child or small adult. It was quick to assemble and the grandkids love it.,positive
Its a bit to light.... but works great.,neutral
"I didn’t notice any improvement using this product. Especially for the price, I really had high hopes.",neutral
"Like the fit, style, feel and everything but left pocket came with a big hole in it. Incomplete stitching or the stitching pulled out. Very disappointing",neutral
I ended up getting rid of mine cause they hurt my feet,neutral
It did it’s job fine until it dropped from 6 inches and lost all data,negative
It looks like new but the package is so dirty and damaged.,negative
Never received didnt realize it until they were asking for a review and never recalled seeing it.,negative
They are stuck together and is hard to remove them.,neutral
Easy read. Amazing story. The ending was perfect. Life doesn't always work out as you expect and this book hills that truth.,neutral
"Love these shoes!! They fit a little roomy which I like, because though I don’t wear socks with them in the summer, my feet tend to swell a little in hot weather. They’re perfect!!",positive
The clamps stopped working after two refill razors. They are plastic so once they stop working you can’t do anything about. They would not hold the refill.,negative
"Was very disappointed this is made of cheap plastic. I really wanted a nice looking 2 in 1 handheld shower head made of high quality metal, but doesn't seem like that exists.",neutral
So much easier and cheaper to order here!,positive
"Overall a great cover, great look, but the back stand to hold my tab does not function quite well.",neutral
Linked the characters and the story plot. The story ending was a surprise with a different twist to the outcome.,neutral
"work okay as binoculars, couldn't get the camera function to work with the memory card.",neutral
"I work on a computer all day and normally have a headache by the end of the day. After wearing these glasses, I don't have headaches. They work great! I got a second pair for home use",positive
Really nice glasses for the price and they came very nicely packaged,positive
Pinches side of feet near ball of foot making running uncomfortable. Makes my toes numb on elliptical. Hard to put on and then when on too large.,negative
"This tastes good if you like Indian kinds of spices but it doesn't taste anything like hot cheetos if that's what you're trying to substitute it for! Doesn't have the sweetness of hot cheetos. I wouldn't buy again because I don't personally like the flavor. For anyone that does, I hope you feel better knowing that the company has fast shipping and nice packaging!",neutral
"I thought this looked like a really cute game to give my sister who loves card games and fashion. I ordered two sets. Neither set came in the original box! I cannot give these as a gift like I thought! One came in a half empty Uno/Snappy Dressers box and the other set came in a cardboard box. I will attach pictures when I can. Game looks super cute, but don't buy from this seller if you want to be able to give this as a gift, because the cards are not BRAND NEW!",negative
the pillow covers are outstanding workmanship . I would recommend to my friends. The fabric is wonderful and i am sure will last a very long time. Thank you for prompt delivery!!!,positive
quality needs improvement & design needs tweaking.,neutral
I love it. I wanted something to just be able to read on. Perfect size for that. I’m sure I’ll use some of the other apps eventually. Very happy with my purchase.,positive
"It was used already, scratched and rusted! I got and shipped it back the next day. I would give this zero stars if it existed. Please BEWARE but if you DO BUY, PLEASE CHECK EVERYTHING to make sure it isn't used and rusted.",negative
that machine doesn't work ... they sent me something that never worked,negative
"The lower portion of the bar uses a suction cup to affix it to the wall. I have a tiled shower stall and the suction cup obviously won't stick to the tile because of the grout. According to the instructions, there was supposed to be a adhesive pad that came with this unit, mine did NOT. This is a medium problem for me. The big problem is the water pressure. This literally trickles water out, it does not matter what position you select, they all suck. Extremely disappointed",negative
Doesnt work well. It's harder to use the screen. It's not even the same as advertised. What a waste of money.,negative
Decent price but only kinda straightens my beard. Definitely makes it look alil cleaner but not exactly what I was looking for,neutral
"tasted old, like it's been sitting for awhile",neutral
It’s just ok . The ponytail was little difficult to put on and the bangs was not easy to put on either. Shouldn’t be so hard to put on my head. Overall just ok 👌🏽,neutral
Stitching has already begun to unravel.,negative
the problem is the lit head also known as the (cherry) will constantly fall off while smoking which in dangers you and your smoking environment. In short It makes a Great Looking Cigarette- But not a safe one--,negative
Great size but gets way to hot charging my X1 Yoga. It gets to hot to even touch. Works fine for my Macbook.,neutral
"Opened a brand new package from a brand new box and found this giant hairy worm like bug in the new diaper. It's a shame, because I really liked these diapers. I won't be using them again.",negative
Constantly changes the settings by itself. Does not turn off properly. Customer service was great on issuing a refund.,negative
"The humidifier works well. But, I was expecting a separate chamber or place to add essential oils, as this was listed as a diffuser and humidifier. The oil is added to the water tank and no info is provided on the max amount to use in the tank. Also, the plastic parts are thin. My husband broke part the fill cap rim off 3 days after we started using it. It still works, but likely won't make it to next winter.",negative
"Didn't work with several monitors and computers. Not sure why, but the signal was never recognized. Would have been nice if it worked. Maybe it will with some other computers.",negative
Hard to breathe if this is burning,neutral
Does more than I needed. Gave it to my grandson,negative
"It was ok,, had literally HAMMER the ball into the bracket,",neutral
"its all plastic, the pegs can hold about 5 pounds before they fall out. the hooks are too small to hold shovels. its good for brooms and such, but not for actual tools like it shows, unless you have super cheap light versions with skinny handles.",negative
Love this wristlet. Nice quality. Nicer then what I expected.,positive
I don't know how but the steaks for the tie downs were already used and one bent the tent it self was in good condition except the string that go's from the tent bottom to the smaller part of the rain fly door the clip was missing and had a hook tied to the string,neutral
Good quality but can’t really breathe in it.,neutral
"disappointed, needs more cushion in seat",neutral
The bristles all got mashed down after a few uss. Works good on knitted hair though.,neutral
"These headphones looks sporty and the audio is fine, clear and loud for me. The hooks keeps the headphones from falling out.",positive
The iPad cable I received looks like a used product. Some scratches on the connector.,negative
Easy to use Difficult to tell if one side differs from the other,positive
"My previous pair of Bluetooth earbuds broke (got stepped on) and boy do I regret just not buying them again. Instead I went looking and found this pair I thought I'd give a try. I bought them last weekend and went to use them just the other day. I left them to charge for 24 hours. Cool. Afterwards I fought to try and get them to pair. By the description you should be able to take them out and they're ready to pair automatically. Well mine not so much. I've tried everything to try and get them to work, but all they do is turn on and off with no other functions. I couldn't find online tutorials that were clear enough to fix this dilemma either. I'm really bummed out because these are sleek and they actually fit in my ear (which is a big wowzer since any other pair I buy slips out). I'm really annoyed because I could have really used them the other day. Will be returning for a refund.",negative
This was an excellent book. The only way it could have been improved upon was with pictures throughout. Just the right length of a story and a great introduction to some of the major players in this bit of history,positive
"I thought that the dress came with a belt, there was no belt when my package arrived. I am 5'5 and the sleeves are short, they don't come down to my wrist. Other than that, I think this is a decent dress.",neutral
I bought this twice and both times item came and did not work! Very upset,negative
I took it down a few months after putting it up but I don't think I spaced them correctly on the wall. Considering trying again.,neutral
"Both are very pretty. In the wristlet, there is no zippered pocket for change and only 2 small slots for an ID or debit card. I planned to use it as a wallet that could be a wristlet easily pulled from a larger purse. It doesn’t quite have the inner storage for that.",neutral
Broke with first use,negative
"I really wanted to love these and hoped that I had found my solution. The concept is amazing, but they would not stay locked in my sheets. I would get them on and before long, if not right away, that would pop off. I tried everything but it seems like my sheets are too thick maybe.",neutral
"Well, they seemed ok but after just 2 months of light use one of them flew apart when clamping it on to the neck. It fractured at the hinge. I would return it but it was a 2 pack. Boxes are gone now. I'll keep an eye on the remaining capo and see what it's longevity is. It could have just been a reject that snapped on me. Quality is good, if they don't break. :)",neutral
this is not olive green...not even close. I did not expect an expensive skirt but this is really bad,negative
"Worked OK for the first 2-3 months. They were white when I first purchased but after 6 months, they are all yellow. The solar panels also appear to be melting or deforming. Finally after two years, they are no longer usable and I have to replace them all. I did try replacing the batteries several times. The materials are very cheap and flimsy where I am sometimes able to tap the item and they might just work.",negative
Dislike having to request permission to return. Just a bad policy.,neutral
"This thing is junk it started leaking after two months,,, I had to throw it out and I emailed the company the wanted me to ship it back to them so they could repair at a cost to me !! Horrible customer service not willing to do anything for the customer just like throwing 60 bucks in the garbage,,, don’t buy save your money",negative
"Ordered this as a replacement plate cover for our family vehicle. The package arrived on time, and unmarred. While unpackaging, I was pleased that this is a sturdy-feeling plate cover. This feels like it is constructed of a metal, not like it was made from some cheap ""chrome"" painted plastic. The decals on it appear to actually be a painted metal of similar type, and appear to be firmly affixed to the plate frame blank itself. My standard state license plate fit somewhat well in this frame, mainly because of the plate's construction. There is a bezel that runs around Florida state plates, which causes minor interference with the bottom plate holder tabs. If they were just a hair bigger, it would have fit no problem. Overall, I give this a 4.5 out of 5 upon initial installation. If the plate holder tabs were large enough to more easily accomodate my state's plate design, I would definitely rate 5 out of 5.",positive
Wish I could say but this didn’t have instructions unless I’m missing it? I’ve checked every piece and box and nothing ...now what?,negative
Works well with my low/ akward shower head. My only complaint (pretty big deal though actually) is that the suction cups that hold it in place are almost flat. So they don’t work very well. Otherwise the design is good.,neutral
It works really well and is just the right height.,positive
"Got it for layovers, haven't tried it yet",neutral
BAD PRODUCT THIS IS NOT A WIG,negative
"This creamer, sadly, is just sweet with a hint of chocolate. To me, the taste is not as it is called.",negative
Did not receive the order and got email from amazon that order has been delivered on Tuesday June 17.,negative
As soon as I saw this I put it away. Not for little people ... WAY WAY to little and tiny,negative
Not recommend. Definitely not worth it. Definitely did not worth the list price.,neutral
You'll be surprised at how much moisture this removes from the air.,positive
"I really loved these double-walled drink glasses when I first bought them, but after a few months, they stopped staying ice cold. I think the bubble in the bottom must have cracked when I put ice in the empty glass. Too fragile for the money. I lost money buying them because my Tervis plastic glasses I also bought are still ice cold.",negative
Colors really nice. Lettering good.,positive
She loves playing with it. All the sounds are fun,positive
"I have enjoyed this a lot. I was getting paraffin dips for physical therapy, so decided I could do more at home. It might be a little on the hot side for kids and older people, when it's turned up, it's prefect for me. It starts to harden if you turn it down. I didn't want all the hassle of changing out a tub full of wax, so I line mine with a crockpot cooking bag before I put the wax in.",positive
I bought these to make trolls hair for my daughter’s party. Arrives very quickly and for the price it was a great buy!,positive
My husband bought this for my Birthday the end of January. By mid-March we had already had one light go out. The lights are hard to position over multiple plants or seedling.,negative
"color Reminds me of white noise, I had to cave and go to target to get actual gray covers",neutral
Nice seat. Took 2 months to receive it. I guess the Chinese make these to order.,neutral
Decent enough. Don't see it lasting long here. The stick is not strong.,neutral
This just happens to match a wallet I already have. Not sure I understand the complaints from people saying the plastic insert doesn't work. It works great with my duplicate checks. There are plenty of slots in case I want to leave the larger wallet at home and just bring the checkbook and some ID and a credit card. Overall pleased with the cover.,positive
"I got this grinder for my boyfriend and he really likes it. I've noticed that the magnetic top isn't very strong so the lid comes off too easily, but otherwise a great product-- especially for the price!",positive
"seal does come off after washing it! still great for take-out food. very large, 2 portions easily fit.",positive
I cannot use this because one of the metal braces pops out and rubs a hole in my skin. It braced well but didn’t work well for me.,negative
"They sound pretty good, considering you are just using them for sleep. They are nice and soft, and MOSTLY comfortable. The only issue I have is that the speaker distance isnt really adjustable, so they dont center on my ears very well. Battery life seems to be fairly low, but they get you through until you fall asleep either way.",positive
"I am a huge Firefly fan & was so excited to see a book series coming. I enjoyed ""Big damn heroes"" and pre-ordered ""Magnificent Nine."" From the beginning, this book had a different tone & feel from the previous one & the series. As I read it, I didn't remember who wrote these two books but my immediate assumption was that there were different authors for each of them. I was shocked to see that James had written both. The obvious difference is that Nancy Holder co-authored the first one & in this book James was solo. The absence of a female perspective is obvious & is at the heart of why this book bothers me so much. Most of the characters are a shadow of their former selves. Obviously Jayne is at the heart of the book & the two main protagonists, Temperance & Vandal, get the majority of coverage but what really made this book so unpleasant was the disdain for women & violence against them. Firefly (series) & Serenity (movie), like the wild west, were violent but the female characters OWNED their destinies. Not in this book. It felt like this book was written by a man who doesn't respect women. This isn't just about Jayne & the sociopath Vandal being ""done wrong"" by a woman & that is the root of their behavior. Throughout the book is a series of violations against women. The female characters have some agency in the resolution but it's really the men who save the day & rescue them. This book left a terrible taste in my mouth & I am relieved that James isn't writing the next book, ""Generations."" If he writes additional Firefly books, he needs a female co-author. If there isn't one, I won't be reading it.",negative
It's a great keyboard and has the features I want Pro's--- Slim Doesn't require drivers Quiet Nice lighting effect Cons--- Doesn't remember my lighting settings after rebooting the PC I'd rather it have a separate buttons for the audio up/down/mute instead of having to use the function key Really hard to see key symbols when the lighting effect is turned off,positive
"Haven't been able to use it because I received it with no charger. Total upset. I spent over an hour and after I picked this one, this happens. Amazon customer service was great for giving a full refund, but I really want to get the charger shipped because its a gift. Please ship a charger.",negative
